Discharge Time (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
1167.91,4.058,2.789,374.58,1507.81,2508.23,50.1
1176.76,4.072,2.724,409.24,1550.11,2553.84,58.4
1432.99,4.198,2.993,625.04,1968.2,2961.45,159.2
1085.77,4.068,2.697,338.4,1374.18,2431.72,28.8
1028.81,4.001,2.713,298.11,1324.93,2254.07,8.1
1203.57,4.084,2.799,421.69,1570.46,2661.62,77.7
1394.63,4.19,2.951,569.19,1805.68,2934.82,136.4
1394.64,4.15,2.925,575.64,1832.74,2854.81,131.4
1443.69,4.201,2.985,593.85,1888.74,2962.66,156.4
1249.89,4.106,2.84,449.41,1635.95,2648.21,91.1
1051.72,4.031,2.733,299.8,1356.73,2375.51,17.9
1310.66,4.129,2.808,466.03,1735.81,2733.94,100.5
1372.53,4.146,2.929,571.26,1810.81,2855.01,132.5
1024.08,3.974,2.716,308.25,1310.8,2379.33,16.8
1049.15,3.994,2.739,345.15,1418.4,2481.15,30.2
1030.83,3.957,2.677,277.58,1293.88,2339.83,3.1
1265.02,4.113,2.811,469.38,1694.76,2744.85,101.3
1453.88,4.129,2.93,583.94,1867.8,2901.04,150.9
1289.66,4.128,2.761,530.74,1781.94,2809.12,114.3
1476.43,4.199,3.023,653.41,1922.72,2946.23,167.0
1009.14,4.022,2.773,286.12,1326.8,2366.25,11.7
1456.93,4.19,2.996,623.48,1961.69,2948.11,153.6
1414.14,4.179,2.932,564.01,1860.42,2855.65,138.6
1159.45,4.065,2.787,386.18,1484.99,2535.36,54.1
1457.98,4.188,3.025,638.61,1948.29,3009.08,165.5
1120.48,4.049,2.74,349.18,1456.9,2544.0,49.7
1444.43,4.16,2.954,587.92,1980.19,2922.99,151.3
1391.71,4.18,2.935,616.9,1891.4,2901.76,149.8
1362.01,4.118,2.877,558.38,1828.03,2850.73,129.0
1306.97,4.13,2.827,452.26,1645.43,2785.85,96.2
1061.6,3.997,2.715,321.58,1350.01,2427.25,21.3
1216.36,4.105,2.857,452.59,1598.66,2748.18,90.9
1155.24,4.072,2.8,410.76,1520.75,2571.0,61.3
1370.52,4.18,2.867,555.62,1829.58,2870.24,134.9
1421.79,4.116,2.888,532.97,1855.21,2744.17,129.1
1491.89,4.175,2.943,620.77,1905.42,2931.88,154.9
1041.06,4.005,2.612,306.13,1276.17,2373.92,3.5
1386.69,4.195,2.922,571.71,1880.36,2879.99,137.7
1495.63,4.186,3.015,630.68,1951.24,2954.32,159.6
1356.4,4.144,2.913,539.54,1833.32,2857.5,134.4
1097.31,4.059,2.728,302.32,1360.76,2480.87,23.0
1073.13,4.024,2.694,286.88,1303.41,2353.1,14.7
1021.43,4.023,2.661,305.73,1279.99,2379.61,4.5
1330.13,4.098,2.837,486.78,1720.73,2811.08,107.3
1290.93,4.133,2.89,505.34,1684.14,2774.16,107.4
1461.01,4.176,3.064,635.0,1957.92,2955.68,167.8
1214.0,4.048,2.734,407.55,1587.87,2615.01,68.3
1156.89,4.072,2.766,373.17,1519.77,2567.21,57.1
1314.51,4.135,2.885,486.0,1724.2,2804.42,106.5
1449.62,4.154,2.95,547.17,1849.44,2874.03,140.5
1446.62,4.215,3.035,616.58,1957.57,2870.75,159.3
1388.5,4.152,2.872,557.19,1776.59,2826.19,136.7
1242.23,4.075,2.791,392.34,1535.55,2601.79,73.1
1321.48,4.123,2.84,501.36,1741.64,2750.73,108.3
1403.13,4.165,2.961,594.59,1868.89,2933.54,145.7
1209.61,4.119,2.78,430.69,1611.3,2648.56,83.9
1094.36,4.016,2.709,329.86,1435.57,2446.85,37.6
1068.77,4.012,2.724,359.37,1370.17,2404.51,29.7
1022.83,3.967,2.659,288.08,1260.78,2318.42,1.0
1349.41,4.179,2.889,492.45,1774.02,2813.95,122.4
1069.34,4.008,2.65,309.41,1357.64,2408.44,19.8
1098.47,4.027,2.776,346.74,1394.59,2513.84,42.2
1141.82,4.048,2.67,363.1,1490.01,2534.19,51.3
1216.13,4.125,2.853,482.81,1667.48,2639.41,95.7
1193.13,4.088,2.762,411.53,1554.62,2536.63,68.3
1354.38,4.121,2.821,520.18,1730.11,2761.51,115.0
1003.75,3.995,2.704,297.7,1314.5,2347.16,10.4
1079.84,3.988,2.74,332.43,1390.43,2463.86,21.9
1222.36,4.098,2.843,438.15,1644.23,2623.33,85.4
1181.39,4.087,2.798,390.44,1545.11,2570.46,57.9
1146.63,4.041,2.728,380.62,1452.52,2585.7,51.0
1054.17,4.018,2.707,293.68,1344.1,2396.5,12.3
1443.7,4.167,2.913,571.7,1900.6,2967.02,152.4
1367.0,4.114,2.873,492.1,1697.01,2847.59,117.9
1075.46,4.03,2.723,353.62,1388.14,2422.63,21.6
1025.6,4.052,2.689,312.22,1345.46,2400.49,12.0
1488.35,4.206,2.979,648.99,2025.0,2986.25,165.8
1319.1,4.125,2.849,534.56,1713.25,2857.3,116.1
1202.71,4.071,2.842,397.65,1570.11,2618.3,71.6
1328.41,4.176,2.886,510.62,1765.77,2767.33,119.6
1350.42,4.155,2.882,527.18,1847.68,2799.82,128.8
1384.77,4.139,2.902,588.91,1789.49,2829.42,132.8
1228.75,4.09,2.813,421.04,1600.83,2582.21,81.8
1231.1,4.085,2.742,437.7,1576.86,2670.71,73.7
1010.88,4.003,2.644,277.36,1308.77,2391.23,2.9
1409.51,4.215,2.966,618.06,1955.49,2986.54,157.6
1279.77,4.143,2.825,501.81,1698.64,2731.23,103.0
1061.01,4.038,2.785,348.0,1406.22,2417.86,35.3
1465.58,4.182,2.985,611.72,1935.02,2922.17,156.4
1410.77,4.19,2.964,645.65,1956.65,2962.07,155.6
1469.2,4.186,3.059,617.54,1966.81,2977.04,168.2
1421.2,4.193,2.893,579.51,1895.68,2913.35,148.7
1537.35,4.195,3.053,644.34,1991.25,2946.97,169.6
1093.04,4.052,2.719,372.45,1381.49,2447.72,42.4
1413.35,4.201,2.905,572.37,1819.73,2869.45,143.3
1417.21,4.174,2.963,586.23,1819.05,2922.94,140.1
1150.91,4.044,2.758,326.59,1428.22,2486.96,40.0
1076.51,4.001,2.672,329.34,1359.63,2359.72,17.6
1515.78,4.194,3.003,653.99,1965.47,2971.6,166.5
1164.37,4.03,2.716,357.25,1430.93,2577.42,51.0
1398.31,4.184,2.946,591.78,1928.6,2939.97,148.2
1027.48,3.949,2.694,281.29,1290.39,2287.29,1.7
1046.5,4.015,2.704,296.77,1286.36,2344.64,4.6
1197.69,4.103,2.768,449.1,1607.1,2641.27,79.7
1102.74,4.043,2.734,344.64,1408.32,2513.73,41.3
1312.7,4.125,2.868,522.25,1794.56,2741.67,117.6
1289.4,4.109,2.864,472.06,1681.54,2684.68,96.6
1046.63,3.972,2.727,307.91,1326.15,2416.9,14.1
1076.17,4.042,2.679,353.08,1377.71,2463.3,28.5
1152.85,4.069,2.72,406.72,1546.45,2559.7,66.6
1092.38,4.06,2.724,320.05,1418.03,2466.35,32.4
1372.1,4.164,2.893,569.76,1788.16,2839.33,134.9
1204.08,4.083,2.756,438.06,1540.73,2617.43,71.3
1026.41,4.019,2.684,312.76,1331.32,2417.68,16.8
1234.91,4.073,2.821,458.63,1601.95,2619.41,82.9
1042.93,4.001,2.661,303.61,1318.15,2370.24,16.4
1038.63,4.021,2.77,327.33,1388.44,2413.98,22.8
1084.44,4.035,2.718,331.73,1419.87,2464.09,41.5
1392.95,4.159,2.964,578.22,1859.52,2879.09,146.3
1452.79,4.179,2.967,618.45,1927.51,2962.48,157.3
1407.47,4.165,2.882,583.13,1911.44,2923.88,140.6
1166.76,4.107,2.759,392.53,1506.67,2523.73,57.5
1139.88,4.042,2.71,384.9,1448.82,2475.7,47.0
1243.03,4.092,2.827,439.28,1650.1,2658.46,93.8
1375.79,4.139,2.881,551.67,1734.93,2805.7,123.0
1485.21,4.229,3.046,636.26,1989.21,3049.2,168.9
1082.23,4.05,2.72,303.47,1374.0,2395.78,23.2
1032.67,4.041,2.729,313.52,1324.95,2410.1,9.3
1344.49,4.137,2.868,501.83,1762.2,2771.23,118.3
1402.29,4.178,2.909,596.84,1848.37,2832.34,141.6
1425.09,4.147,2.95,548.95,1908.68,2962.72,144.0
1326.75,4.126,2.879,500.83,1743.91,2774.14,115.7
1494.59,4.168,3.003,642.24,1934.84,3006.21,162.2
1222.89,4.107,2.852,458.16,1609.25,2699.03,87.4
1407.76,4.183,2.97,571.61,1923.13,2966.5,155.4
1457.6,4.198,3.071,625.36,1966.11,2968.72,164.6
1442.41,4.151,2.919,556.3,1865.91,2912.03,144.2
1145.09,4.073,2.782,379.97,1498.6,2520.98,53.3
1100.96,3.984,2.723,342.32,1408.17,2399.03,34.2
1235.15,4.101,2.83,458.11,1685.77,2676.71,93.6
1217.11,4.084,2.734,425.49,1592.94,2659.0,77.6
1406.7,4.134,3.021,578.76,1894.85,2958.56,149.3
1035.84,4.02,2.718,301.57,1330.48,2433.52,17.9
1115.58,4.042,2.775,376.96,1441.13,2495.2,44.6
1376.09,4.159,2.853,534.53,1777.65,2880.5,128.1
1069.42,4.051,2.712,302.54,1335.19,2348.35,17.1
1168.42,4.065,2.754,398.64,1511.32,2644.42,55.2
1144.77,4.092,2.745,386.32,1567.01,2581.46,66.4
1298.38,4.149,2.885,512.39,1719.16,2745.52,106.2
1077.35,4.034,2.726,353.36,1486.37,2381.36,27.7
1384.65,4.154,2.944,572.6,1902.13,2885.4,146.4
1213.27,4.052,2.812,438.95,1534.65,2651.69,76.6
1447.51,4.19,2.955,580.12,1948.14,2963.61,156.0
1235.35,4.081,2.804,433.93,1635.15,2579.72,80.1
1135.38,4.074,2.751,351.41,1457.12,2519.85,47.5
1061.59,4.011,2.722,332.55,1329.89,2351.75,25.0
1041.47,3.992,2.719,289.95,1227.43,2376.24,1.6
1198.13,4.079,2.805,451.73,1644.76,2730.2,90.9
1059.1,4.007,2.694,298.28,1320.02,2354.25,19.1
1142.52,4.054,2.76,419.34,1540.63,2594.25,67.2
1259.05,4.097,2.816,476.91,1678.05,2662.68,100.6
1146.76,4.048,2.782,356.13,1509.56,2489.99,47.6
1057.74,4.016,2.723,327.39,1421.58,2450.82,30.6
1341.43,4.206,2.935,549.94,1810.3,2849.6,131.9
1529.78,4.206,3.013,624.34,1946.21,2975.82,161.0
1023.92,4.034,2.682,317.35,1373.85,2398.28,18.0
1122.44,4.021,2.675,343.45,1386.71,2442.26,27.3
1473.28,4.194,2.974,647.5,1978.42,2947.55,163.2
1018.96,3.991,2.668,291.32,1339.61,2342.37,7.4
1501.6,4.248,3.069,646.15,1959.44,2986.2,166.2
1052.11,3.99,2.727,282.47,1310.88,2320.57,1.8
1401.4,4.162,2.956,611.71,1890.59,3021.42,148.7
1135.1,4.04,2.784,375.11,1420.22,2532.73,52.9
1486.85,4.194,2.981,623.97,1917.3,2902.55,159.6
1159.41,4.086,2.74,379.89,1466.44,2491.97,54.6
1342.15,4.15,2.88,509.51,1777.43,2773.18,111.6
1062.3,3.993,2.709,316.24,1328.53,2372.68,14.5
1164.03,4.026,2.763,376.81,1433.33,2478.51,42.0
1380.94,4.178,2.905,569.11,1871.3,2782.29,131.8
1257.51,4.144,2.805,455.24,1621.79,2623.37,90.3
1467.85,4.182,2.983,616.77,1932.3,2905.66,157.8
1200.41,4.105,2.797,415.12,1574.14,2571.42,73.5
1449.15,4.143,2.958,606.95,1897.89,2857.05,148.0
1219.47,4.068,2.766,429.32,1597.8,2652.22,76.9
1508.04,4.175,3.037,677.44,2000.29,2992.66,166.5
1501.1,4.2,2.972,630.75,1943.91,3006.53,163.2
1168.47,4.056,2.751,407.15,1446.66,2597.26,56.6
1449.27,4.181,2.933,621.8,1923.7,2931.15,150.7
1390.67,4.193,2.847,604.78,1826.94,2863.97,144.2
1091.18,4.022,2.799,341.11,1430.37,2496.36,36.6
1320.48,4.123,2.824,489.59,1737.04,2689.35,106.5
1081.97,3.98,2.674,302.21,1361.14,2350.48,13.3
1361.55,4.189,2.982,599.65,1870.29,2878.8,142.4
1075.1,4.05,2.69,328.13,1456.25,2447.84,30.5
1046.2,4.013,2.658,295.43,1284.41,2418.79,13.0
1168.58,4.077,2.774,418.93,1596.61,2556.21,68.6
1255.15,4.101,2.817,452.76,1657.27,2656.79,98.5
1431.75,4.142,2.924,596.9,1889.16,2961.77,145.5
1525.07,4.201,3.006,621.12,1984.67,3022.65,165.6
1158.25,4.098,2.785,416.11,1621.35,2738.08,75.3
1037.08,4.044,2.749,318.47,1286.3,2303.08,11.2
1375.13,4.14,2.845,532.44,1872.02,2834.05,127.6
1289.4,4.115,2.853,472.83,1607.38,2644.37,96.5
1221.01,4.107,2.839,443.39,1584.52,2689.34,76.7
1192.77,4.079,2.738,360.65,1506.12,2455.94,53.3
1239.9,4.084,2.82,447.51,1657.1,2622.11,85.9
1194.91,4.056,2.761,397.23,1466.65,2561.89,58.2
1351.54,4.139,2.845,522.73,1754.79,2838.88,128.9
1260.86,4.087,2.858,444.68,1695.52,2686.9,92.9
1401.46,4.204,2.956,619.13,1912.14,2933.41,149.2
1281.76,4.106,2.805,442.93,1598.78,2730.29,92.9
1114.02,4.039,2.694,349.5,1424.37,2499.92,41.3
1426.76,4.174,2.956,553.49,1863.0,2881.51,144.8
1258.13,4.109,2.83,453.45,1699.91,2664.15,95.2
1117.93,4.03,2.75,356.5,1407.2,2473.85,36.0
1308.94,4.106,2.863,504.93,1708.98,2760.4,106.4
1145.98,4.097,2.745,405.85,1515.22,2587.0,61.5
1390.78,4.156,2.835,580.33,1930.2,2881.02,143.7
1214.91,4.067,2.791,411.06,1618.01,2558.55,77.6
1368.2,4.141,2.879,537.69,1811.67,2837.48,123.8
1102.43,4.054,2.712,304.65,1348.73,2367.21,17.1
1196.18,4.057,2.825,382.95,1555.73,2594.68,67.9
1515.76,4.211,3.045,642.76,1959.67,2991.25,167.2
1354.61,4.155,2.94,584.58,1878.86,2814.68,137.6
1133.36,4.03,2.733,347.09,1374.81,2429.56,28.0
1149.71,4.068,2.708,385.08,1428.55,2522.79,47.9
1156.83,4.026,2.723,389.1,1498.87,2576.47,56.7
1308.48,4.109,2.89,487.1,1734.7,2685.32,110.9
1340.01,4.167,2.87,552.83,1854.24,2771.58,128.9
1343.24,4.15,2.904,543.21,1833.94,2805.5,127.7
1290.57,4.102,2.78,443.8,1601.87,2652.81,87.2
1371.46,4.175,2.943,576.53,1885.68,2803.18,138.0
1182.7,4.065,2.798,428.28,1501.3,2590.18,74.9
1050.18,4.038,2.705,310.32,1374.2,2354.84,21.9
1239.58,4.125,2.847,457.96,1650.51,2656.37,96.4
1473.68,4.195,3.018,611.02,1920.82,2968.95,161.9
1413.92,4.166,2.89,562.86,1805.63,2835.16,135.0
1261.33,4.135,2.832,486.96,1725.52,2663.97,98.8
1276.45,4.114,2.875,490.77,1745.22,2788.81,110.3
1468.54,4.199,3.024,602.58,1957.48,2921.56,158.3
1202.38,4.116,2.784,425.9,1602.04,2664.41,73.4
1183.85,4.073,2.816,408.77,1497.35,2471.74,57.0
1475.85,4.191,3.015,669.45,2023.63,3010.02,166.2
1417.99,4.218,2.901,611.79,1887.93,2904.66,146.9
1151.25,4.063,2.718,381.56,1404.04,2527.3,55.6
1222.83,4.116,2.797,417.43,1646.54,2624.81,79.4
1187.71,4.069,2.785,422.81,1475.02,2599.53,71.1
1064.55,4.044,2.723,326.1,1370.74,2429.29,26.2
1430.1,4.18,2.995,627.81,1989.81,3021.94,162.9
1178.35,4.082,2.848,438.45,1485.34,2588.11,69.3
1448.83,4.162,3.0,615.01,1899.32,2963.0,148.9
1116.94,4.069,2.694,348.99,1401.23,2437.62,33.0
1249.59,4.101,2.819,460.29,1686.6,2694.28,93.6
1058.96,3.974,2.694,290.95,1309.54,2331.01,5.0
1370.77,4.153,2.92,523.85,1779.1,2768.25,130.2
1244.25,4.123,2.787,489.88,1663.72,2681.32,99.2
1258.75,4.121,2.796,510.82,1683.83,2806.5,106.7
1068.22,3.986,2.661,287.19,1257.72,2324.2,9.7
1095.77,4.056,2.778,336.75,1401.42,2496.4,36.7
1016.71,4.032,2.683,319.75,1372.98,2286.93,13.6
1083.08,4.019,2.776,366.18,1488.07,2500.5,49.8
1291.09,4.105,2.866,509.11,1730.16,2762.16,107.0
1280.51,4.106,2.823,456.88,1636.12,2701.16,96.7
1275.85,4.108,2.868,481.48,1647.59,2749.48,104.5
1235.71,4.116,2.786,470.03,1677.13,2592.21,93.8
1118.72,4.085,2.734,361.03,1493.97,2464.85,47.1
1150.87,4.035,2.675,351.0,1448.85,2461.74,42.3
1038.48,4.051,2.719,317.48,1393.38,2374.62,24.2
1400.68,4.139,2.916,593.28,1873.59,2891.17,144.5
1325.74,4.129,2.91,502.27,1710.96,2664.92,105.2
1106.81,4.018,2.729,345.95,1382.52,2434.52,32.5
1094.92,4.038,2.75,325.24,1409.41,2519.57,30.9
1413.49,4.138,2.972,613.75,1896.36,2897.92,148.5
1360.97,4.121,2.888,541.98,1821.31,2757.81,126.5
1303.74,4.138,2.889,520.36,1764.46,2806.94,112.4
1172.19,4.064,2.783,391.48,1547.06,2571.97,69.8
1100.53,4.039,2.76,379.83,1471.44,2436.49,45.3
1508.05,4.232,3.112,635.02,1963.13,2977.68,166.5
1387.44,4.16,2.92,554.16,1898.11,2838.67,135.7
1153.22,4.072,2.739,381.34,1526.03,2529.88,52.0
1419.7,4.153,2.918,551.45,1891.31,2896.18,144.2
1379.73,4.123,2.895,550.07,1792.54,2855.05,129.3
1136.87,4.052,2.757,369.57,1487.75,2528.2,51.2
1190.89,4.05,2.789,438.93,1535.29,2699.6,73.1
1073.83,4.016,2.68,342.45,1416.07,2420.34,32.4
1026.99,4.019,2.643,300.92,1289.13,2343.21,19.8
1321.75,4.14,2.854,517.97,1755.83,2772.2,123.1
1120.85,4.054,2.748,327.21,1470.91,2547.26,46.2
1361.05,4.174,2.927,606.88,1903.32,2808.72,139.6
1462.97,4.175,3.086,610.42,2007.59,3034.73,169.3
1074.06,3.988,2.714,297.67,1320.42,2460.48,13.9
1230.64,4.046,2.785,445.38,1576.01,2695.18,80.9
1380.22,4.151,2.886,584.84,1832.54,2846.14,136.5
1441.34,4.171,2.926,584.38,1784.95,2881.36,134.3
1328.06,4.18,2.905,543.77,1804.21,2870.47,129.4
1191.23,4.068,2.734,398.53,1582.83,2539.4,60.0
1213.08,4.113,2.814,422.8,1595.0,2583.7,77.7
1304.32,4.123,2.866,456.21,1706.0,2720.17,101.5
1488.09,4.197,3.057,622.42,1923.94,3017.22,165.6
1110.23,4.047,2.79,358.05,1543.85,2595.62,56.4
1459.53,4.136,2.963,620.01,1986.05,2950.79,157.0
1139.2,4.072,2.773,359.56,1467.6,2494.99,46.5
1439.05,4.197,3.052,642.18,2009.92,2987.54,168.2
1371.34,4.159,2.924,518.98,1728.98,2850.79,114.3
1228.26,4.069,2.824,434.55,1589.82,2641.52,79.3
1310.72,4.168,2.856,496.57,1787.82,2764.09,104.7
1103.09,4.043,2.799,392.9,1449.31,2551.92,47.1
1150.23,4.035,2.733,354.34,1519.39,2496.46,47.3
1090.63,4.011,2.728,288.45,1416.37,2374.02,20.2
1069.94,4.018,2.778,308.0,1368.35,2407.63,20.3
1166.0,4.062,2.791,387.45,1512.2,2525.14,59.8
1348.43,4.14,2.903,552.98,1778.53,2816.96,129.9
1285.79,4.082,2.833,495.41,1719.2,2649.17,103.7
1046.0,3.997,2.68,297.36,1347.83,2433.31,18.3
1432.73,4.191,2.933,566.03,1882.85,2863.0,145.0
1266.64,4.099,2.815,502.47,1683.86,2776.25,102.6
1492.17,4.157,3.011,636.95,1978.61,2934.79,163.4
1301.72,4.11,2.86,514.17,1763.01,2719.6,114.3
1083.01,4.026,2.755,339.04,1395.44,2371.38,30.6
1240.8,4.075,2.788,436.75,1640.8,2551.95,81.1
1294.05,4.121,2.837,496.94,1732.35,2821.57,110.6
1044.48,3.981,2.72,281.4,1293.39,2374.15,5.8
1036.64,4.015,2.711,280.22,1255.36,2341.15,3.5
1063.29,4.028,2.707,353.75,1359.13,2465.69,22.9
1152.0,4.088,2.761,386.08,1446.95,2455.31,43.5
1206.29,4.073,2.78,432.68,1500.08,2570.87,73.6
1259.51,4.087,2.798,438.46,1630.7,2656.35,83.4
1118.55,4.044,2.763,332.31,1398.72,2393.78,24.3
1318.3,4.14,2.86,488.78,1817.36,2825.88,114.8
1301.4,4.097,2.825,494.95,1666.45,2847.02,101.7
1126.12,4.064,2.754,369.26,1475.33,2564.41,50.8
996.49,4.002,2.631,288.2,1301.87,2346.49,3.3
1043.54,3.972,2.698,307.55,1329.03,2378.18,14.1
1152.52,4.06,2.786,402.89,1524.43,2652.14,67.2
1057.05,4.027,2.78,340.68,1337.97,2429.74,27.0
1194.46,4.099,2.777,424.38,1538.53,2598.61,64.7
1288.52,4.136,2.861,505.22,1754.82,2705.65,107.2
1278.82,4.094,2.833,462.48,1658.76,2670.42,93.5
1121.4,4.025,2.806,336.51,1432.92,2498.05,40.1
1210.75,4.079,2.796,389.85,1524.69,2601.02,59.1
1307.35,4.071,2.8,485.73,1730.11,2728.42,104.8
1450.95,4.155,2.983,600.31,1902.47,2923.7,146.5
1375.75,4.177,2.867,532.79,1773.9,2789.87,128.3
1271.87,4.113,2.804,450.48,1676.87,2711.79,94.5
1202.08,4.052,2.731,399.98,1507.29,2609.96,62.2
1190.95,4.043,2.826,410.24,1506.47,2569.73,62.7
1438.43,4.192,2.992,598.3,1874.41,2911.11,149.6
1037.81,4.001,2.732,309.62,1302.56,2332.18,7.6
1506.69,4.193,3.086,625.36,1974.5,2973.57,168.0
1302.94,4.137,2.882,513.67,1735.88,2824.42,113.3
1310.46,4.137,2.857,494.0,1727.2,2759.99,116.1
1067.8,4.001,2.701,334.78,1331.19,2348.45,7.4
1336.58,4.091,2.825,503.72,1689.5,2693.01,103.3
1207.45,4.072,2.778,444.28,1591.61,2646.62,82.9
1043.41,4.028,2.69,290.21,1298.84,2434.51,18.9
1163.2,4.06,2.82,346.84,1517.55,2464.48,48.0
1452.46,4.185,2.952,629.21,1868.54,2886.43,151.5
1279.32,4.094,2.853,445.16,1669.23,2752.67,93.9
1219.16,4.093,2.846,420.62,1582.17,2579.02,70.9
1040.36,3.999,2.726,332.0,1315.75,2406.58,13.3
1353.56,4.166,2.856,528.07,1794.29,2785.05,121.7
1345.79,4.123,2.853,504.01,1788.17,2765.98,119.8
1272.78,4.109,2.847,460.26,1732.72,2825.94,104.8
1250.87,4.095,2.879,453.54,1649.9,2657.78,87.2
1237.29,4.099,2.832,403.71,1567.44,2640.68,74.3
1275.49,4.114,2.853,478.94,1680.23,2717.08,101.3
1118.7,4.041,2.732,337.22,1497.78,2472.14,40.4
1472.33,4.18,3.011,614.33,1987.22,3009.93,160.1
1274.5,4.12,2.841,468.65,1668.02,2703.86,100.5
1166.53,4.055,2.763,374.45,1500.15,2493.17,53.6
1196.88,4.069,2.767,414.79,1600.04,2613.47,77.0
1426.76,4.162,2.891,568.63,1850.08,2868.92,137.2
1099.41,4.028,2.732,345.9,1439.92,2412.83,28.3
1117.9,4.099,2.718,366.93,1474.35,2493.26,50.5
1369.92,4.121,2.847,516.49,1753.44,2730.12,115.8
1155.76,4.04,2.759,365.76,1517.93,2513.21,54.3
1368.36,4.162,2.922,535.3,1812.3,2799.46,134.9
1098.12,3.999,2.748,327.59,1350.31,2372.17,23.0
1383.04,4.129,2.861,559.57,1862.23,2868.57,129.9
1000.29,3.977,2.664,274.7,1323.61,2412.2,12.6
1008.74,3.978,2.729,286.3,1263.42,2334.54,3.1
1450.42,4.164,3.019,610.73,1926.49,2869.73,152.8
1223.92,4.087,2.802,478.69,1687.8,2694.54,99.2
1170.27,4.06,2.742,383.1,1558.84,2604.64,60.5
1118.49,3.992,2.755,353.66,1468.39,2497.16,40.3
1266.09,4.13,2.846,501.88,1715.73,2690.67,105.3
1249.15,4.086,2.812,434.44,1680.61,2697.12,87.0
1495.46,4.19,3.039,669.47,2031.73,2979.11,168.6
1460.78,4.208,3.068,621.5,1997.66,2963.43,167.2
1327.81,4.131,2.843,508.5,1697.57,2763.29,108.3
1231.6,4.071,2.784,424.29,1637.05,2616.45,75.8
1226.5,4.103,2.772,433.09,1656.03,2722.79,84.0
1324.03,4.165,2.891,486.13,1721.79,2810.6,116.3
1076.53,3.992,2.698,330.89,1328.86,2388.85,18.2
1152.38,4.075,2.76,370.06,1462.25,2568.33,56.5
999.18,3.985,2.739,304.94,1296.9,2338.31,13.7
1058.83,4.03,2.671,311.91,1365.89,2435.35,13.4
1078.16,4.018,2.727,377.13,1413.24,2470.01,34.1
1221.16,4.078,2.757,433.34,1593.8,2739.71,83.0
1418.78,4.178,2.893,556.34,1857.48,2823.15,133.6
1227.67,4.107,2.842,444.98,1639.14,2566.68,83.0
1160.69,4.048,2.717,388.2,1547.34,2538.64,57.7
1063.12,4.011,2.712,296.02,1352.13,2293.24,14.9
1275.19,4.092,2.871,484.92,1680.05,2784.9,94.0
1108.68,4.016,2.764,358.4,1437.78,2502.36,46.8
1293.18,4.123,2.826,494.25,1711.08,2684.39,104.9
1488.09,4.188,3.004,636.32,1981.31,2960.44,166.1
1069.25,3.996,2.653,306.81,1282.83,2333.06,19.8
1112.8,4.062,2.78,362.23,1432.43,2427.68,36.8
1289.75,4.072,2.788,438.23,1553.75,2706.82,81.0
1452.99,4.196,2.973,602.91,1997.22,2998.35,164.7
1399.99,4.174,2.872,554.63,1813.45,2866.7,131.4
1473.03,4.174,2.936,594.84,1910.19,2942.9,152.8
1172.16,4.046,2.748,362.03,1490.98,2547.37,57.4
1479.26,4.204,3.135,660.7,1975.51,2936.33,168.7
1100.52,4.022,2.737,301.95,1340.69,2404.27,18.4
983.48,4.02,2.713,302.94,1342.08,2452.99,10.0
1403.17,4.207,2.979,599.47,1856.07,2939.02,145.6
1488.71,4.176,3.044,613.46,1943.93,2965.01,157.7
1044.54,4.014,2.722,313.59,1402.68,2375.08,16.3
1103.25,3.99,2.754,306.31,1334.52,2369.42,20.2
992.41,4.011,2.675,309.97,1300.65,2482.47,6.6
1031.8,4.017,2.683,311.17,1373.92,2425.14,18.7
1091.1,4.031,2.702,353.72,1485.37,2464.95,36.4
1493.64,4.181,3.037,658.92,2023.28,2970.56,164.9
1315.96,4.124,2.783,480.18,1743.05,2737.44,113.9
1366.79,4.158,2.945,542.69,1841.89,2910.36,132.6
1413.28,4.134,2.89,549.37,1822.05,2856.67,132.2
1292.92,4.097,2.843,458.88,1682.54,2705.98,91.4
1378.72,4.158,2.872,570.13,1840.84,2812.5,135.8
1242.37,4.085,2.871,498.19,1745.17,2745.02,101.7
1097.19,4.036,2.8,368.3,1434.68,2532.76,54.2
1273.87,4.095,2.83,463.68,1687.12,2715.18,95.8
1270.72,4.134,2.834,473.21,1671.07,2669.22,91.2
1404.52,4.147,2.896,576.96,1788.56,2874.41,140.2
1487.95,4.195,3.046,616.13,1936.74,3007.59,166.9
1175.52,4.056,2.812,385.54,1600.06,2561.09,70.5
1387.42,4.135,2.89,539.33,1834.25,2798.22,130.0
1099.57,3.983,2.754,320.78,1369.25,2320.12,17.9
1322.71,4.167,2.851,560.25,1879.17,2852.35,132.3
1175.23,4.042,2.763,385.21,1522.16,2589.08,63.8
1008.47,4.018,2.638,305.12,1355.38,2311.54,7.7
1136.13,4.076,2.78,399.6,1614.55,2515.48,62.4
1264.29,4.117,2.836,469.36,1742.96,2730.49,104.2
1075.27,4.035,2.707,309.22,1371.58,2429.64,21.2
1467.76,4.246,3.008,586.49,1939.44,2880.53,157.2
1084.95,4.017,2.695,288.22,1337.01,2357.24,14.1
1461.15,4.163,3.075,590.07,1950.97,2996.61,158.2
1297.74,4.169,2.901,500.46,1777.32,2768.24,120.5
